objectid,filename,title,format,youtubeid,vimeoid,lattitude,longitude ,date,subject,location,creator,description,source,identifier,type,rights,rightsstatement
02.03.36,,BENDHEIM-cabinet glass-Bronze Titanium Mirror,,,,,,,Architecture; Product Design,,BENDHEIM,bronze opaque glassÉmild reflectivityÊ,https://bendheim.com/professional/,Glass,Glass units,,
02.03.37,,NGI Designer Glass-NGM/SA Honey Etch,,,,,,,Architecture; Product Design,,NGI Glass,905-738-1101...gold/ honey colored opque glass...slight mirrored finish,https://www.ngiglass.com/,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.03.40,,NGI Designer Glass-Golden AntiqueÊ,,,,,,,Architecture; Product Design,,NGI Glass,905-738-1101...mirrored glass tinted gold,https://www.ngiglass.com/,Glass,Glass units,,
02.03.41,,NGI Designer Glass-Saturno,,,,,,,Architecture; Product Design,,NGI Glass,905-738-1101...mirrired glass with slight yellow tint,https://www.ngiglass.com/,Glass,Glass units,,
02.03.42,,NGI Designer Glass-NGM Bronze Storm Antique,,,,,,,Architecture; Product Design,,NGI Glass,905-738-1101...bronze mirrored glass,https://www.ngiglass.com/,Glass,Glass units,,
02.03.43,,NGI Designer Glass-NGM Storm Antique 091432,,,,,,,Architecture; Product Design,,NGI Glass,905-738-1101...lightly tinted mirrored glass,https://www.ngiglass.com/,Glass,Glass units,,
02.03.44,,NGI Designer Glass-Antico Veneziano,,,,,,,Architecture; Product Design,,NGI Glass,905-738-1101...lightly rose tinted mirrored glass,https://www.ngiglass.com/,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.03.47,,Bendheim -cabinet glass-Silver Titanium Mirror,,,,,,,Architecture; Product Design,,BENDHEIM,silver opaque frosted glass,https://bendheim.com/professional/,Glass,Glass units,,
02.03.48,,Bendheim -cabinet glass-Emerald Titanium Mirror,,,,,,,Architecture; Product Design,,BENDHEIM,blue/green opaque frosted glass,https://bendheim.com/professional/,Glass,Glass units,,
02.03.49,,Bendheim -cabinet glass-Sapphire Titanium Mirror,,,,,,,Architecture; Product Design,,BENDHEIM,blue frosted opaque glass,https://bendheim.com/professional/,Glass,Glass units,,
02.03.50,,Arch Deco Glass-Sumi Glass-Metallic Films -wave pattern,,,,,,,,,,"textured, light blue glass",,,,,
,,,,,,,,,,,,,,,,,
02.03.53,,ASI Specialty Products-Antique Mirror-Grigio-SPAQM124,,,,,,,Architecture; Product Design,,ASI Architectural,"www.archsystems.com...800-793-0224...black, marbled, opaque glass",https://www.asiarchitectural.com/,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.04.06,,"Paragon Architectural Products, LLC",,,,,,,,,,www.glassengineer.com...stainless stell network,,,,,
02.04.07,,Imagine Sciences- Imagine Glass-Bacl 2 Back Chrome Bamboo-spec #: 11C09A11865,,,,,,,,,,www.imaging-sciences.com...440-975-9640...clear glass with silver bamboo underlay,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.04.16,,Imaging Sciences' Imagine Glass,,,,,,,,,,440-975-9640...imagineing-sciences.com...clear glass with translucent striping (grey),,,,,
,,,,,,,,,,,,,,,,,
02.04.19,,Vanceva Design,,,,,,,Architecture  ,,Eastman,877-674-1233...translucent motion glass with vertical stripingÊ,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
02.04.21,,Vanceva Design-Product: DPF2-Color: A0P0-Design: P402,,,,,,,Architecture  ,,Eastman,Product: DPF2...Color: A0P0...Design: P402...877-674-1233...clear glass with opaque white dotted decorationÊ,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.25,,Vanceva Design-Product: DPF2-Color: A0P0-Design: P802,,,,,,,Architecture  ,,Eastman,877-674-1233...opaque white glass with clear retangular detailingÊ,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
02.04.35,,Imaging Sciences' Imagine Glass-Spec #: 11C01A11854,,,,,,,,,,clear glass with copperÊlouvering-440-975-9640-imagineing-sciences.com,,,,,
02.04.36,,Imaging Sciences' Imagine Glass-Product: Tecasan-Spec #: 8L09A10608,,,,,,,,,,clear glass with floral gold reflectiveÊdetailing-440-975-9640-imagineing-sciences.com,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.04.39,,Vanceva Design-Product: DPF2-Color:000D,,,,,,,Architecture  ,,Eastman,blue translucent glass-877-674-1233,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.41,,Vanceva Design-Product: MPG8-Color:0001 Coral RoseÊ,,,,,,,Architecture  ,,Eastman,rose tinted glass-877-674-1233,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.42,,Vanceva Design-Product: MPG8-Color:0004 Sahara Sun,,,,,,,Architecture  ,,Eastman,yellow tinted glass-877-674-1233,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.43,,Vanceva Design-Product: MPG8-Color:0005 Ruby RedÊ,,,,,,,Architecture  ,,Eastman,pink tinted glass-877-674-1233,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.44,,Vanceva Design-Product: MPG8-Color:0007 Evening Shade,,,,,,,Architecture  ,,Eastman,back tinted glass-877-674-1233,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.45,,Vanceva Design-Product: MPG8-Color: 0006 Sapphire,,,,,,,Architecture  ,,Eastman,light blue tinted glass-877-674-1233,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.46,,Vanceva Design-Product: MPG8-Color: A18P81-Design: M300,,,,,,,Architecture  ,,Eastman,"gold translicent glass, mirrored, with slight grid texture-877-674-1233",https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.47,,Vanceva Design-Product: MPG8-Color: 0008 Golden Light,,,,,,,Architecture  ,,Eastman,yellow-green tinted glass-877-674-1233,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
02.04.48,,Vanceva Design-Product: MPG8-Color: A0P59-Design: M100,,,,,,,Architecture  ,,Eastman,rose pint opaque glass with slight studded pattern-877-674-1233,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
02.04.50,,Vanceva design-image glass,,,,,,,Architecture  ,,Eastman,glass for printing imagesÊ,https://saflex-vanceva.eastman.com/en/architectural/tools/color-selector,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
02.04.53,,Sefar -Architecture vision-PR 260/55 -Copper -01-00141840,,,,,,,Architecture; Product Design,,Sefar,clear glass with fine copper wire mesh inlay,https://www.sefar.com/en/,Glass,Glass units,,
02.04.54,,Sefar -Architecture vision-AL 260/50,,,,,,,Architecture; Product Design,,Sefar,clear glass with fine chrome mesh inlay,https://www.sefar.com/en/,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.04.59,,Walker Textures Nuance-6 mm Vitre Claire Morit 512- 2 Faces-6mm Clear glass pattern 512- 2 Faces,,,,,,,Architecture; Product Design,,Walker,clear glass with etched grass-like linework-888-320-3030,https://www.walkerglass.com/,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.06.03,,Spectrum Glass-No.146RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"dark red, translucent, textured glass pannel",,Glass,Glass units,,
02.06.04,,Spectrum Glass-No. 411-15C,,,,,,,Architecture; Product Design,,Spectrum Glass,"dark, translucent-opaque, textured (tall groves)",,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.06.07,,Spectrum Glass-No. 591-1RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"translucent, rose colored, light textured glass",,Glass,Glass units,,
02.06.08,,Spectrum Antique -No. 123A,,,,,,,Architecture; Product Design,,Spectrum Glass,"translucent, dark, green, textured glass",,Glass,Glass units,,
02.06.09,,Spectrum Antique -No. 121A,,,,,,,Architecture; Product Design,,Spectrum Glass,"translucent, green, textured glass",,Glass,Glass units,,
02.06.10,,Spectrum Antique -No. 125A,,,,,,,Architecture; Product Design,,Spectrum Glass,"translucent, dark, green, textured glass",,Glass,Glass units,,
02.06.11,,Spectrum Antique -No. 161A,,,,,,,Architecture; Product Design,,Spectrum Glass,"translucent, light, yellow, lightly textured glass",,Glass,Glass units,,
02.06.12,,Spectrum Antique -No. 132A,,,,,,,,,,"translucent, blue, lightly textured glass",,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
02.06.14,,Spectrum Glass-No. 533-1RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"[label missing]-blue, textured, translucent- clear glass",,Glass,Glass units,,
02.06.15,,Spectrum Glass-No. 523-2RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"green-blue,translucent-clear,textured",,Glass,Glass units,,
02.06.16,,Spectrum Glass-No. 538-4RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"Dark blue,tranlucent-clear,textured",,Glass,Glass units,,
02.06.17,,Spectrum Glass-No. 543-2RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"dark purple,translucent-clear,textured glass",,Glass,Glass units,,
02.06.18,,Spectrum Glass-No. 528-1RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"light green,translucent- clear,textured glass",,Glass,Glass units,,
02.06.19,,Spectrum Iridescent -No. !/843-92s,,,,,,,Architecture; Product Design,,Spectrum Glass,"dark purple,irridescent,translucent-opaque glass",,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
02.06.21,,Spectrum Iridescent-No.I/100R,,,,,,,Architecture; Product Design,,Spectrum Glass,"iridescent,light light green,translucent-clear,textured glass",,Glass,Glass units,,
02.06.22,,Spectrum Waterglass-No. 433-1W,,,,,,,Architecture; Product Design,,Spectrum Glass,"dark blue,translucent-opaque",,Glass,Glass units,,
02.06.23,,Spectrum -Antique-No.533-1A,,,,,,,Architecture; Product Design,,Spectrum Glass,"light blue, translucent-clear, etched streaking designÊ",,Glass,Glass units,,
02.06.24,,Spectrum -Antique- No.142A,,,,,,,Architecture; Product Design,,Spectrum Glass,Dark red/ maroon-translucent-clear-etched streaking design,,Glass,Glass units,,
02.06.25,,Spectrum -Antique- No.136A,,,,,,,Architecture; Product Design,,Spectrum Glass,translucent-clear-electric blue -etched streaking design,,Glass,Glass units,,
02.06.26,,Spectrum-Antique-No.543-2A,,,,,,,Architecture; Product Design,,Spectrum Glass,translucent-clear-grape purple-etched streaking design,,Glass,Glass units,,
02.06.27,,Spectrum -Antique- No. 538-4A,,,,,,,Architecture; Product Design,,Spectrum Glass,[label missing]-dark blue- black-translucent clear- etched streaking design,,Glass,Glass units,,
,,,,,,,,,,,,,,,,,
02.06.29,,Spectrum Glass - No.209FLE,,,,,,,Architecture; Product Design,,Spectrum Glass,Milkywhite- wave textured - glass panneling. ,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.31,,Spectrum Iridescent - No. I/309s,,,,,,,Architecture; Product Design,,Spectrum Glass,Decorative glass panneling with white streaking and an iridescent coating.,,Glass,Glass Units,,
02.06.32,,Spectrum Iridescent - No.I/317-02s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque crme colored glass pannel with white streaks and irridescent coating. ,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.34,,Spectrum Iridescent No. I/317-02s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque crme colored pannel with white streaks and blue-green-pink irridescent coating. ,,Glass,Glass Units,,
02.06.35,,Spectrum Iridescent No. I/317-02s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque crme colored pannel with white streaks and blue-green-pink-yellow irridescent coating. ,,Glass,Glass Units,,
02.06.36,,Spectrum Iridescent No. I/100H,,,,,,,Architecture; Product Design,,Spectrum Glass,Textured clear glass pannel with light green-pink irridescent coating. ,,Glass,Glass Units,,
02.06.37,,Spectrum Iridescent No. I/317-02s,,,,,,,,,,Opaque crme colored pannel with white streaks and green-pink irridescent coating. ,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.39,,Spectrum Iridescent No. I/307s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque White glass pannel with streaking pattern and blue-green - pink irridescent coating. ,,Glass,Glass Units,,
02.06.40,,Spectrum Iridescent No. I/100GG,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent-opaque textured glass panneling with pink-green iridescent coating. ,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.06.43,,Spectrum Iridescent No. I/100W,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent- opaque blue glass panneling with streaks and green-pink iridescent coating. ,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.45,,Spectrum Iridescent No. I/397-2S,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque grey glass pannel with light colored streaking and green-purple iridescent coating.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.47,,Spectrum Iridescent No. I/100W,,,,,,,Architecture; Product Design,,Spectrum Glass,Clear-wave textured glass pannel with green pink blue iridescent coating.,,Glass,Glass Units ,,
02.06.48,,Spectrum Iridescent No. I/337-1S,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque light blue gass panneling with dark blue streaking ann purple blue iridescent coating. ,,Glass,Glass Units,,
02.06.49,,Spectrum Iridescent No. I/891-61S,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque rose- white glass panneling with light streaking and pink-green iridescent coating.,,Glass,Glass Units,,
02.06.50,,Spectrum Iridescent No. I/ 395-1S,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white glass panneling wiotb pink streaking and strong pink-green iridescent coating.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.52,,Spectrum Iridescent No. I/ 347-1S,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white glass panneling with light lavender streaking and pink-green-blue iridescent coating.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.06.55,,Spectrum Iridescent No. I/BR/Clear,,,,,,,Architecture; Product Design,,Spectrum Glass,,,,,,
02.06.56,,Spectrum Iridescent No. I/BR/400,,,,,,,Architecture; Product Design,,Spectrum Glass,Clear glass panneling with opaque black streaking and blue- green iridescent coating.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.06.59,,Spectrum Baroque No. BR/Burgundy ,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent amber glass pannel with thick opaque burgundy streaking. ,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.61,,Spectrum Baroque No. BR/430,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent glass pannel with dark blue streaking.,,Glass ,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.63,,Spectrum Baroque No.BR/308,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent glass panneling with heavy opaque white textured streaking.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
02.06.70,,Spectrum Baroque No. BR/ Steel Blue ,,,,,,,Architecture; Product Design,,Spectrum Glass,"Clear, textured glass panneling with dark, translucent blue streaking.",,Glass,Glass Units,,
02.06.71,,Spectrum Baroque No. BR/ Pale Gray ,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent- charcoal colored glass panneling with sweeping etched texture.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.73,,Specctrum Water Glass No. 121W,,,,,,,Architecture; Product Design,,Spectrum Glass,,,,,,
02.06.74,,Spectrum Waterglass No. 152W,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent red glass panneling with wave texture.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
02.06.76,,Spectrum Waterglass No.123W,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent green glass panneling with wave pattern distortion. ,,Glass,Glass Units,,
02.06.77,,Spectrum Waterglass No. 125W,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent dark green glass panneling with wave-like disortion.,,Glass,Glass Units,,
02.06.78,,Spectrum Waterglass No. 523-2W,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent blue-green glass panneling with slight wave-like distortion.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.80,,Spectrum Waterglass No. 134W,,,,,,,Architecture; Product Design,,Spectrum Glass,Dark blue glass panneling with wave-like distorting texture. ,,Glass,Glass Units,,
2.06.81,,Spectrum Waterglass No. 132W,,,,,,,Architecture; Product Design,,Spectrum Glass,Dark blue translucent glass panneling with wave-like distoring texture.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2.06.85,,Spectrum Glass No. 152s,,,,,,,Architecture; Product Design,,Spectrum Glass,"Translucent, dark red glass panneling with slight stippled texture on back. ",,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2.06.88,,Spectrum Glass No. 152G,,,,,,,Architecture; Product Design,,Spectrum Glass,Dark Red Translucent glass panneling with deep etched texture. ,,Glass,Glass Units,,
2.06.89,,Spectrum Antique No. 110.8A,,,,,,,Architecture; Product Design,,Spectrum Glass,"Translucent, orange glass panneling with light linear etching.",,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.91,,Spectrum Waterglass No. 161W,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent yellow glass with wave-like texture.,,Glass,Glass Units,,
2.06.92,,Spectrum Glass No. 123RR,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent green glass panneling with fine wave-like texture.,,Glass,Glass Units,,
2.06.93,,Spectrum Waterglass No. 200-91W,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque White glass panneling with wave like texture. ,,Glass,Glass Units,,
2.06.94,,Spectrum Glass No. 142RR,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent Dark Maroon glass panneling with lightly textured glass. ,,Glass,Glass Units,,
2.06.95,,Spectrum Glass No. 125RR,,,,,,,Architecture; Product Design,,Spectrum Glass,Dark green translucent glass with lightly etched texturing.,,Glass,Glass Units,,
2.06.96,,Spectrum Waterglass No. 591-1W,,,,,,,Architecture; Product Design,,Spectrum Glass,"Cleare, rose tinted glass pannel with light wave-like textured etching.",,Glass,Glass Units,,
2.06.97,,Spectrum Glass No. 130.8RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"Clear light blue tinted, translucent glass pannel with lightly etched texture",,Glass,Glass Units,,
2.06.98,,Spectrum Waterglass No. 533-1W,,,,,,,Architecture; Product Design,,Spectrum Glass,"Light blue tinted, translucent glass pannel with wave-like texture.",,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.100,,Spectrum Glass No. 161RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"Yellow tinted, translucent glass pannel with compressed wave-like etching.",,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.102,,Spectrum Waterglass No. 171W,,,,,,,Architecture; Product Design,,Spectrum Glass,"Flourescent orange tinted glass pannel, translucent, with light etching ",,Glass,Glass Units,,
2.06.103,,Spectrum Glass No. 171RR,,,,,,,Architecture; Product Design,,Spectrum Glass,"Flourescent orange tinted glass pannel, translucent, mid-weight etching.",,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
2.06.106,,Spectrum Glass No.339-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,Light blue tinted glass pannel with opaque streaking. ,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.108,,Spectrum Glass No. 132s,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent glass panneling with indigo tint.,,Glass,Glass Units,,
2.06.109,,Spectrum Glass No. 134s,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent glass panneling with dark blue tint.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.111,,Spectrum Glass No. 337-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,,,,,,
2.06.112,,Spectrum Glass No. 838-94s,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent-Opaque glass pannel tinted grey/blue with light grey streaking.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.114,,Spectrum Glass No. 339-2s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque blue glass pannel with light streaking. ,,Glass,Glass Units,,
2.06.115,,Spectrum Glass No. 136RR,,,,,,,Architecture; Product Design,,Spectrum Glass,Dark flourescent blue tinted glass panneling with light etching detail. ,,Glass,Glass Units,,
2.06.116,,Spectrum Glass No.833-91s,,,,,,,Architecture; Product Design,,Spectrum Glass,Light blue tinted glass pannel with white opaque streaking.,,Glass,Glass Units,,
2.06.117,,Spectrum Glass No. 633-7s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque light blue tinted glass pannel with ave like blue streaking. ,,Glass,Glass Units,,
2.06.118,,Spectrum Glass No. 838-52s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white glass pannel with light blue streaking. ,,Glass,Glass Units,,
2.06.119,,Spectrum Glass No.838-72s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque glass panneling tinted grey with dark grey streaking detail. ,,Glass,Glass Units,,
2.06.120,,Spectrum Glass No.838-74s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque dark grey glass pannel with light streaking detail. ,,Glass,Glass Units,,
2.06.121,,Spectrum Glass No.339-6s,,,,,,,Architecture; Product Design,,Spectrum Glass,"Translucent dark blue glass pannel with lighter, opaque streaking. ",,Glass,Glass Units,,
2.06.122,,Spectrum Glass No. 843-71s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white glass pannel with lavender streaking detail.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.124,,Spectrum Glass No. 395-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white glass panneling with pink streaking detail.,,Glass,Glass Units,,
2.06.125,,Spectrum Glass No. 891-81s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque rose tinted glass panneling with white streaking detail.,,Glass,Glass Units,,
2.06.126,,Spectrum Glass No. 142s,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent dark maroon glass panneling. ,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.128,,Spectrum Glass No. 347-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white glass panneling with lavender streaking detail.,,Glass,Glass Units,,
2.06.129,,Spectrum Glass No. 609-8s,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent pink tinted glass with opaque white streaking detail. ,,Glass,Glass Units,,
2.06.130,,Spectrum Glass No. 345-2s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white glass panneling with purple/maroon streaking detail.,,Glass ,Glass Units,,
2.06.131,,label mising,,,,,,,,,,,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.133,,Spectrum Glass No. 359-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque deep red glass panneling with orange streaking detail.,,Glass,Glass Units,,
2.06.134,,Spectrum Glass No. 379-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque-translucent orange glass panneling with slight streaking detail. ,,Glass,Glass Units,,
2.06.135,,Spectrum Glass No. 675-5s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque light orange colored glass panneling with darker streaking detail.,,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.137,,Spectrum Glass No. 369-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent yellow tinted glass pannel with light streaking detail. ,,Glass,Glass Units,,
2.06.138,,Spectrum Glass No. 367-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque lemon-yellow glass pannel with lighter colored streaking detail. ,,Glass,Glass Units,,
2.06.139,,Spectrum Glass No. 365-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque canary yellow glass pannel with white streaking detail. ,,Glass,Glass Units,,
2.06.140,,Spectrum Glass No. 171s,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent flourescent orange tinted glass panneling. ,,Glass,Glass Units,,
2.06.141,,Spectrum Glass No. 375-1s,,,,,,,Architecture; Product Design,,Spectrum Glass,"Opaque, light orange colored glass pannel with prominent white streaking.  ",,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
2.06.143,,Spectrum Glass No. 291-61s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white colored glass panneling. ,,Glass,Glass Units,,
2.06.144,,Spectrum Iridescent No. I/317-02S,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque crme colored glass pannel with light streaking and green-pink iridescent coating. ,,Glass,Glass Units,,
2.06.145,,Spectrum Glass No. 110.2s,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent amber tinted glass pannel ,,Glass,Glass Units,,
2.06.146,,Spectrum Iridescent No. I/200-S,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque white glass panneling with purple-blue-green iridescent coating.,,Glass,Glass Units,,
2.06.147,,Spectrum Waterglass No. 180.8W,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent dark grey tinted glass panneling with slight wave-like texturing. ,,Glass,Glass Units,,
2.06.148,,Spectrum Baroque No. BR/Jade,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent dark grey tinted glass panneling with prominent jade streaking detail. ,,Glass,Glass Units,,
2.06.149,,Spectrum Iridescent No. I/359-1S,,,,,,,Architecture; Product Design,,Spectrum Glass,Translucent-Opaque deep red tinted glass panneling iridescent blue-purple-orange coating. ,,Glass,Glass Units,,
2.06.150,,Spectrum Water Glass No. 291-91W,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaqque rose-white colored glass panneling with slight wave-like texture. ,,Glass,Glass Units,,
2.06.151,,Spectrum Glass No. 335-6s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque light blue colored glass pannel with darker streaking pattern. ,,Glass,Glass Units,,
2.06.152,,Spectrum Glass No. 411-15s,,,,,,,Architecture; Product Design,,Spectrum Glass,"Translucent opaque, dark coffee tinted glass pannel with streaking detail. ",,,,,
,,,,,,,,,,,,,,,,,
2.06.154,,Spectrum Glass No. 833-51s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque light blue tinted glass with sky blue colored streaking pattern. ,,Glass,Glass Units,,
2.06.155,,Spectrum Glass No. 1009s,,,,,,,Architecture; Product Design,,Spectrum Glass,Opaque black glass pannel.,,Glass,Glass Units,,
2.06.156,,Spectrum Baroque No. BR/Cinnamon,,,,,,,Architecture; Product Design,,Spectrum Glass,"Translucent glass pannel, tinted tan-brown, with flowing etched pattern.",,Glass,Glass Units,,
,,,,,,,,,,,,,,,,,
